Date,Open,High,Low,Close,Volume,Company
2020-03-23,1389.221883434509,1500.7026518582659,1387.2924085964055,1431.841796875,7003490,TCS.NS
2020-03-24,1417.5640178065612,1517.8538080539959,1400.2415556067735,1460.5269775390625,6350865,TCS.NS
2020-03-25,1457.825318454746,1552.1551920018178,1440.6744323552784,1500.9598388671875,2765520,TCS.NS
2020-03-26,1570.678542059144,1571.0644999065353,1477.1633737610973,1535.8193359375,4556067,TCS.NS
2020-03-27,1560.7308937380105,1586.4572271512743,1501.0458211553819,1564.58984375,4331250,TCS.NS
2020-03-30,1514.4233953021771,1633.6220657138433,1512.3224534154072,1525.1427001953125,8513547,TCS.NS
2020-03-31,1575.65208548601,1590.7448458365106,1526.429016490021,1565.9617919921875,3927593,TCS.NS
2020-04-01,1565.7900650493316,1573.379310716184,1459.5403116713148,1465.3287353515625,4941878,TCS.NS
2020-04-03,1492.127150897123,1492.127150897123,1414.9481603334789,1418.5498046875,5735369,TCS.NS
2020-04-07,1466.4007747531741,1531.4454899369334,1462.1130531895685,1522.3126220703125,5427577,TCS.NS
2020-04-08,1509.2778593671512,1548.7248943278837,1458.6827493088206,1462.498779296875,6285615,TCS.NS
2020-04-09,1501.0883716221585,1525.3998361674085,1484.5806439179864,1514.5518798828125,5307397,TCS.NS
2020-04-13,1510.135956873046,1532.432115236873,1497.2727885862228,1508.63525390625,2990438,TCS.NS
2020-04-15,1530.716956858172,1553.870658726615,1481.6654525499093,1487.9683837890625,4761399,TCS.NS
2020-04-16,1466.358128373414,1513.480259929472,1436.4299100380622,1471.5892333984375,6245533,TCS.NS
2020-04-17,1543.5796298962111,1588.1290112312163,1503.2750506711434,1548.8963623046875,9895823,TCS.NS
2020-04-20,1569.306227972019,1569.306227972019,1545.7237573330954,1559.5731201171875,3244282,TCS.NS
2020-04-21,1513.5660031462266,1538.9492987500983,1481.5795522556068,1490.1121826171875,5122541,TCS.NS
2020-04-22,1490.1117969374259,1535.004217789718,1474.2472282060796,1517.424560546875,3829836,TCS.NS
2020-04-23,1526.4291192141955,1629.334453093804,1510.007122079764,1610.682861328125,5934366,TCS.NS
2020-04-24,1578.4817045571033,1588.1290776474116,1550.2685816642263,1559.4871826171875,2987102,TCS.NS
2020-04-27,1571.2785644625692,1607.895666570314,1565.0184487951058,1574.9659423828125,3374741,TCS.NS
2020-04-28,1599.320120152301,1601.8927530533501,1571.5356638848284,1594.2177734375,2678505,TCS.NS
2020-04-29,1607.038383302634,1640.0967654504395,1586.5002345238574,1634.1796875,4241510,TCS.NS
2020-04-30,1697.9379827411499,1742.530293398998,1665.52276119835,1727.4803466796875,5915544,TCS.NS
2020-05-04,1685.9320296396047,1685.9320296396047,1641.0396081791857,1655.4462890625,3729348,TCS.NS
2020-05-05,1676.5849183062858,1695.3651602896416,1652.4879432868686,1657.4188232421875,2905528,TCS.NS
2020-05-06,1663.4644302821146,1675.384211987034,1623.8458218790292,1632.4212646484375,3517431,TCS.NS
2020-05-07,1637.909623120781,1658.876539513057,1615.0560464484265,1622.1737060546875,3166754,TCS.NS
2020-05-08,1662.8642970944757,1663.20733578484,1617.5430972540112,1623.674560546875,2686530,TCS.NS
2020-05-11,1637.0521329725575,1673.4120336562294,1637.0521329725575,1659.6055908203125,2449841,TCS.NS
2020-05-12,1657.9765138319592,1677.7857703272275,1638.1243382405246,1671.782958984375,3256595,TCS.NS
2020-05-13,1709.943697953102,1709.943697953102,1651.3305535155782,1671.91162109375,2656665,TCS.NS
2020-05-14,1637.9097225747016,1649.1435327200934,1621.702113284287,1631.3494873046875,2263146,TCS.NS
2020-05-15,1643.055104727092,1644.2556878483174,1599.4918064246722,1623.245849609375,3173682,TCS.NS
2020-05-18,1635.3371617710861,1674.7412848612455,1605.4088414401817,1668.4383544921875,3727694,TCS.NS
2020-05-19,1631.907031366429,1686.3181829466914,1631.907031366429,1671.053955078125,3198693,TCS.NS
2020-05-20,1672.2116890198765,1683.2740334372288,1656.5185836044789,1675.298828125,2778505,TCS.NS
2020-05-21,1668.781274295898,1713.3735796727667,1664.6222052113117,1707.542236328125,3400908,TCS.NS
2020-05-22,1695.4509998933604,1742.530208044889,1681.8589421889953,1732.539794921875,3663418,TCS.NS
2020-05-26,1727.952062554784,1735.669962586046,1650.7730622421634,1666.2088623046875,4575317,TCS.NS
2020-05-27,1679.9294423505874,1723.6642057808476,1664.7080295880949,1719.6337890625,3482160,TCS.NS
2020-05-28,1705.227002021898,1727.0943837425712,1690.477280537493,1718.7762451171875,3475681,TCS.NS
2020-05-29,1699.652887320191,1717.3611989340122,1682.845039138534,1691.3775634765625,7237735,TCS.NS
2020-06-01,1706.5133716605167,1766.5414802113892,1698.8812054943344,1753.8927001953125,3747773,TCS.NS
2020-06-02,1766.7131095393202,1784.5500767340839,1749.433671877752,1755.522216796875,2443886,TCS.NS
2020-06-03,1764.724822210581,1774.9595138539348,1737.3316622580003,1759.8223876953125,3699799,TCS.NS
2020-06-04,1760.3384223733683,1806.1368936040424,1760.3384223733683,1798.869384765625,4048593,TCS.NS
2020-06-05,1798.9122010180326,1804.4165335261428,1754.7908205241492,1761.6282958984375,3573289,TCS.NS
2020-06-08,1787.4303892680414,1801.8364804602654,1773.5404211540367,1781.8399658203125,2957841,TCS.NS
2020-06-09,1774.400359879469,1802.26638462743,1771.9490903978347,1782.097900390625,2909439,TCS.NS
2020-06-10,1786.3980902596627,1833.6586210729104,1783.34481744591,1813.662109375,5168397,TCS.NS
2020-06-11,1806.136665858237,1810.4369912531376,1773.2822218365618,1778.3134765625,2269513,TCS.NS
2020-06-12,1729.7628987146727,1762.445372733657,1729.5909276888867,1754.102783203125,2842642,TCS.NS
2020-06-15,1753.75887106285,1770.874188981728,1720.9473637564458,1745.8463134765625,2399022,TCS.NS
2020-06-16,1776.0346947472533,1783.7322365378313,1746.792477012916,1759.521484375,2146528,TCS.NS
2020-06-17,1759.693295813712,1770.7452169751268,1742.9650706519071,1761.241455078125,2703527,TCS.NS
2020-06-18,1758.8330294203172,1771.0459111500236,1741.8036994139402,1752.8985595703125,1944389,TCS.NS
2020-06-19,1756.2529874121185,1797.536113462942,1747.65233615153,1758.4891357421875,5681758,TCS.NS
2020-06-22,1763.1331756171655,1765.0683217855258,1736.6001924842162,1744.168701171875,3196138,TCS.NS
2020-06-23,1743.3521395861067,1757.973247811545,1728.731031360668,1750.49072265625,4205944,TCS.NS
2020-06-24,1749.3724348467176,1775.3894044406768,1747.3082575837284,1756.4249267578125,2560937,TCS.NS
2020-06-25,1750.2324237305754,1771.7340505577324,1728.0857480986037,1733.9771728515625,3043931,TCS.NS
2020-06-26,1741.6320397036,1833.6590166163332,1737.2886684240295,1822.3492431640625,6300722,TCS.NS
2020-06-29,1813.0172836678028,1829.874644110098,1798.6542380743408,1807.5557861328125,3076341,TCS.NS
2020-06-30,1806.1366695096879,1816.3713599795121,1784.6780877411165,1790.784423828125,3071725,TCS.NS
2020-07-01,1788.6775492963925,1818.1347823116078,1788.5055782522586,1799.2994384765625,2503466,TCS.NS
2020-07-02,1807.8570392836505,1862.0411465504774,1804.4167785048044,1855.28955078125,3758699,TCS.NS
2020-07-03,1860.8800588148501,1896.4438402173819,1857.955921011156,1891.8424072265625,4185208,TCS.NS
2020-07-06,1896.4432835275084,1952.2614168161233,1896.4432835275084,1946.4990234375,5190366,TCS.NS
2020-07-07,1956.6477677894404,1980.4715249887045,1919.7939005680507,1952.2613525390625,5630055,TCS.NS
2020-07-08,1952.3480995012,1956.1323025755662,1898.680112386715,1908.398681640625,2793358,TCS.NS
2020-07-09,1917.0854117801073,1930.416422943226,1884.4459780567474,1895.8848876953125,3443998,TCS.NS
2020-07-10,1896.6584046039513,1935.0173888759766,1871.501502513637,1911.3656005859375,9610320,TCS.NS
2020-07-13,1909.3443603515625,1930.8029407844751,1900.7437100797085,1909.3443603515625,2963503,TCS.NS
2020-07-14,1900.7439530807558,1925.6858420578337,1862.0410219094283,1868.0184326171875,2976738,TCS.NS
2020-07-15,1879.24209818871,1943.7469757009085,1875.8879285488017,1921.2991943359375,5569321,TCS.NS
2020-07-16,1934.3154894458273,2011.0329932607465,1913.7139068701774,1926.342041015625,8582118,TCS.NS
2020-07-17,1928.2813526705206,1934.2290294808474,1887.8107602013574,1897.0340576171875,4509135,TCS.NS
2020-07-20,1897.2499537792537,1919.5755278476622,1888.457651694115,1903.1976318359375,2952646,TCS.NS
2020-07-21,1922.2480325177025,1929.7042019175876,1897.3794031644873,1917.981201171875,2665286,TCS.NS
2020-07-22,1923.1100864250811,1923.1100864250811,1882.7686942482305,1888.587158203125,2861534,TCS.NS
2020-07-23,1888.5865225941486,1888.5865225941486,1864.4938220456336,1871.5621337890625,2265766,TCS.NS
2020-07-24,1857.1666825945404,1864.4936339995315,1831.8241348552292,1859.6663818359375,3665100,TCS.NS
2020-07-27,1866.2179796379112,1909.3177020313965,1864.9249879661065,1902.2493896484375,4248480,TCS.NS
2020-07-28,1909.31772432927,1999.8271424125987,1909.31772432927,1990.99169921875,8092319,TCS.NS
2020-07-29,1975.6911513090465,2018.7908710147412,1936.082550989083,1961.9423828125,6090431,TCS.NS
2020-07-30,1970.4333070556856,2032.5831998476572,1958.667165332417,1964.9166259765625,7098496,TCS.NS
2020-07-31,1985.302456656141,2012.584707587795,1945.9093519180337,1966.5540771484375,4723290,TCS.NS
2020-08-03,1974.3551377610024,1985.9059896120284,1922.8509695861583,1943.064697265625,4012337,TCS.NS
2020-08-04,1948.0639571134539,1956.4252596519864,1917.9804405172633,1939.228515625,2927928,TCS.NS
2020-08-05,1948.1073888114765,1982.5871656046002,1942.07342787268,1947.6763916015625,3800641,TCS.NS
2020-08-06,1961.0378390451087,1999.3966011714856,1952.7196748081049,1989.5699462890625,4748047,TCS.NS
2020-08-07,1989.482511029325,2006.7223941404977,1971.3806337625938,1978.578369140625,3165491,TCS.NS
2020-08-10,1998.10302513842,2004.136985956353,1961.94240204052,1967.7608642578125,2929353,TCS.NS
2020-08-11,1967.9337421440557,1992.9315864376072,1961.5550660552094,1965.261474609375,2774423,TCS.NS
2020-08-12,1972.5451936960646,1979.4840810467297,1936.5137815897494,1945.8233642578125,3415751,TCS.NS
2020-08-13,1959.3134035474761,1982.5872539195755,1939.9185282373933,1943.3233642578125,2695682,TCS.NS
2020-08-14,1962.7611688501747,1966.4677867087619,1924.9197004107248,1932.7205810546875,2270405,TCS.NS
2020-08-17,1950.6934438044248,1956.72740496511,1929.3590811291444,1942.418212890625,2625630,TCS.NS
2020-08-18,1950.5210216724342,1973.1052334564138,1938.0221025439423,1956.5118408203125,3493374,TCS.NS
2020-08-19,1962.2012713191093,1969.3127259697142,1941.6426182409368,1945.1768798828125,2843005,TCS.NS
2020-08-20,1945.5218957128309,1962.373932955796,1930.911128705234,1941.9447021484375,2895164,TCS.NS
2020-08-21,1948.1079048096983,1957.5898459393031,1931.7731483169164,1938.28125,1975294,TCS.NS
2020-08-24,1940.0048396921034,1948.0643617234116,1922.2476694187735,1937.849853515625,2167966,TCS.NS
2020-08-25,1935.1775044976569,1939.4874766680302,1925.3077103170738,1933.1517333984375,1663419,TCS.NS
2020-08-26,1932.5914588591356,1948.0210745522418,1910.5674596893462,1942.50439453125,2618149,TCS.NS
2020-08-27,1953.2792171212036,1971.6828808614778,1932.375853919443,1938.1080322265625,3579393,TCS.NS
2020-08-28,1955.3483306763478,1965.3044097045517,1926.644080847966,1929.617919921875,2941136,TCS.NS
2020-08-31,1930.86741333481,1962.0715678357406,1920.5234807633735,1945.73681640625,6018154,TCS.NS
2020-09-01,1955.8652753218382,1963.623224849338,1931.9880727545483,1936.3411865234375,3610908,TCS.NS
2020-09-02,1936.9015158782217,1955.6498950372566,1932.2897614231763,1952.546630859375,2084137,TCS.NS
2020-09-03,1955.0030634631848,2003.2747440425228,1955.0030634631848,1982.1558837890625,4654146,TCS.NS
2020-09-04,1961.0372962983704,2003.4905212841704,1950.6502214965376,1972.932861328125,5231303,TCS.NS
2020-09-07,1973.104884522499,2020.0835722492252,1968.2347010749113,2005.90380859375,4620401,TCS.NS
2020-09-08,2013.5759437002187,2060.5546423990536,2005.904277082676,2024.1353759765625,7453998,TCS.NS
2020-09-09,2004.1370635723272,2033.4448743944602,1999.8270913926017,2006.4212646484375,3866535,TCS.NS
2020-09-10,2012.7572397021906,2024.3941659274496,2003.533940265081,2009.4384765625,2308813,TCS.NS
2020-09-11,2009.2657538113035,2054.1326032869774,2008.576116219162,2046.4609375,4145424,TCS.NS
2020-09-14,2055.0806899524678,2159.942212120523,2053.141202782051,2147.572509765625,7512131,TCS.NS
2020-09-15,2147.572509765625,2187.7415282298266,2124.471230938481,2147.572509765625,7318770,TCS.NS
2020-09-16,2145.4607150897095,2161.537035384561,2135.4185654669823,2157.57177734375,3074003,TCS.NS
2020-09-17,2137.745985610589,2151.322396607914,2112.4034359280504,2121.324951171875,4828176,TCS.NS
2020-09-18,2142.0561371986855,2155.330767109225,2100.163124139118,2111.800048828125,4183256,TCS.NS
2020-09-21,2124.816066637426,2159.209556924349,2113.7393550926554,2125.07470703125,4598809,TCS.NS
2020-09-22,2142.0561523932206,2202.3957623197903,2118.7823028501152,2174.768798828125,7499613,TCS.NS
2020-09-23,2163.6063779630786,2172.0971086852387,2076.5449261008193,2126.928466796875,7502280,TCS.NS
2020-09-24,2111.886445220381,2111.886445220381,1984.8285448993308,2010.3865966796875,8424708,TCS.NS
2020-09-25,2041.2029348478256,2103.266537596577,2027.4973067532917,2088.00927734375,8228267,TCS.NS
2020-09-28,2103.2670488648514,2106.7150276334824,2039.4794416451796,2091.457763671875,4347166,TCS.NS
2020-09-29,2098.8276616514286,2164.511608884963,2091.4575656417346,2144.9873046875,6995811,TCS.NS
2020-09-30,2145.5040092723084,2159.295919335931,2120.5061722819923,2148.3486328125,3917166,TCS.NS
2020-10-01,2163.6059245450706,2189.4657563125415,2148.3486658918328,2175.19970703125,2610337,TCS.NS
2020-10-05,2258.4251224650607,2351.606792803916,2243.8143608043283,2332.38427734375,17412105,TCS.NS
2020-10-06,2358.41690813439,2358.41690813439,2284.371666140752,2339.711669921875,9846367,TCS.NS
2020-10-07,2363.5888880431457,2387.724733727029,2329.971102983451,2358.373779296875,9656101,TCS.NS
2020-10-08,2413.584576622893,2486.8541084132307,2413.584576622893,2435.73779296875,19839329,TCS.NS
2020-10-09,2422.2042289588567,2439.3149017304636,2396.3443973329613,2424.7470703125,7739245,TCS.NS
2020-10-12,2426.9459019745195,2460.132695519545,2414.231481070906,2439.44482421875,4623203,TCS.NS
2020-10-13,2452.3744602592483,2460.908122005074,2424.1009973273153,2436.470703125,4209878,TCS.NS
2020-10-14,2460.233159154899,2460.233159154899,2413.0974887159787,2432.185546875,4395936,TCS.NS
2020-10-15,2433.397154585035,2447.897119842701,2360.680910904799,2372.4541015625,6629355,TCS.NS
2020-10-16,2380.677940410348,2399.3329503437703,2364.403310420735,2392.104736328125,5273773,TCS.NS
2020-10-19,2401.3679191184196,2401.3679191184196,2343.0218617139512,2347.306884765625,3331194,TCS.NS
2020-10-20,2358.948988425292,2389.1607643261837,2352.845977213749,2371.068359375,3406273,TCS.NS
2020-10-21,2371.06862447002,2379.725318973379,2305.321071986025,2316.011962890625,4570143,TCS.NS
2020-10-22,2303.5465468973216,2325.7508851055886,2283.722799821699,2312.3330078125,5262294,TCS.NS
2020-10-23,2326.746528876677,2339.038993531473,2311.4242209660115,2325.880859375,3499091,TCS.NS
2020-10-26,2328.6076951053396,2345.921085594935,2311.770465123228,2327.0927734375,2672752,TCS.NS
2020-10-27,2337.092260983706,2353.020502254355,2271.604419031025,2276.841552734375,3537502,TCS.NS
2020-10-28,2294.0246436605416,2299.17533596879,2255.935177879008,2269.958984375,3569445,TCS.NS
2020-10-29,2257.6664545492144,2298.352928231658,2250.9575147398755,2279.005126953125,3105968,TCS.NS
2020-10-30,2281.9921215421514,2315.103989610664,2269.4399101174863,2306.880126953125,3427003,TCS.NS
2020-11-02,2302.6814055885575,2306.8799881781574,2250.7845492617084,2254.723388671875,2571196,TCS.NS
2020-11-03,2254.203730968462,2307.0095787369246,2251.650047812619,2279.82763671875,2879269,TCS.NS
2020-11-04,2259.3986225835997,2356.223893304049,2259.3986225835997,2296.752197265625,4893928,TCS.NS
2020-11-05,2324.322540433377,2345.964277308921,2308.740489882986,2324.928466796875,2816502,TCS.NS
2020-11-06,2336.442457718706,2348.7782506132935,2321.12014670814,2343.75732421875,3884421,TCS.NS
2020-11-09,2364.230474376874,2375.397528365028,2333.066366861881,2360.3349609375,3646592,TCS.NS
2020-11-10,2334.8839681976215,2348.6913558436745,2283.939439800789,2293.67822265625,4760020,TCS.NS
2020-11-11,2309.563199829946,2331.075174233306,2288.3109685792956,2326.746826171875,3242441,TCS.NS
2020-11-12,2325.1890354304387,2348.562119554274,2304.196543208105,2312.247314453125,2437505,TCS.NS
2020-11-13,2299.0022686510715,2306.923061740111,2281.905292352151,2299.95458984375,2548093,TCS.NS
2020-11-14,2318.21958636772,2327.7852765750627,2302.7241869151676,2311.640625,298819,TCS.NS
2020-11-17,2332.980043023254,2332.980043023254,2294.0682289160723,2307.9189453125,2827273,TCS.NS
2020-11-18,2303.546871302431,2306.316971832417,2256.8440373193826,2273.81103515625,2893762,TCS.NS
2020-11-19,2282.7707335292334,2316.6616138063814,2277.4469500311766,2282.68408203125,4167501,TCS.NS
2020-11-20,2298.3531830376023,2316.5322477621935,2274.5905907023457,2302.89794921875,2711471,TCS.NS
2020-11-23,2328.651351683663,2363.2781375823047,2307.0096104970116,2358.300537109375,3706418,TCS.NS
2020-11-24,2367.0866436852552,2374.531486072446,2341.636044413404,2356.395751953125,3120516,TCS.NS
2020-11-25,2362.412108789126,2365.8314611077635,2327.092750272911,2338.43310546875,3302249,TCS.NS
2020-11-26,2325.1883745059263,2364.1001778936597,2319.994357288117,2355.140625,2341099,TCS.NS
2020-11-27,2341.6369539988077,2352.6309188705427,2310.51616503078,2319.692138671875,6086808,TCS.NS
2020-12-01,2319.12876501716,2368.385278735733,2271.9064479696062,2360.5078125,3605017,TCS.NS
2020-12-02,2353.755414171548,2384.6597736259287,2339.428541411709,2380.20166015625,2509032,TCS.NS
2020-12-03,2401.280640557241,2401.280640557241,2338.0003243041824,2345.48828125,2852548,TCS.NS
2020-12-04,2346.6575029935425,2370.9395807404094,2336.4425580992556,2361.157470703125,2686527,TCS.NS
2020-12-07,2350.29294601502,2375.3973642229153,2342.6316855755986,2369.943603515625,1996400,TCS.NS
2020-12-08,2371.934926788797,2428.6796166676804,2365.399078425881,2421.537841796875,4277818,TCS.NS
2020-12-09,2436.8606246119075,2458.502370834038,2417.945653875694,2433.224853515625,3659996,TCS.NS
2020-12-10,2439.4564649213253,2447.5072329262416,2406.77744378904,2410.283447265625,2127801,TCS.NS
2020-12-11,2417.5552001148303,2430.5402427745353,2393.1866879281556,2409.677734375,1795408,TCS.NS
2020-12-14,2425.6059660824553,2427.337305101786,2386.001586015263,2421.883544921875,2483658,TCS.NS
2020-12-15,2411.755668773614,2419.2869525341393,2384.919909357971,2390.590087890625,2365509,TCS.NS
2020-12-16,2405.695951136479,2441.0153150342803,2389.6377369014285,2436.16748046875,2565149,TCS.NS
2020-12-17,2433.3971890710122,2470.361237863296,2428.203171591672,2456.943359375,2863460,TCS.NS
2020-12-18,2482.7405958498994,2508.710685764647,2463.8689549094893,2476.680908203125,6076692,TCS.NS
2020-12-21,2476.6805563755665,2498.755129667275,2410.889671270868,2441.31787109375,2705195,TCS.NS
2020-12-22,2453.307465051131,2496.287872975966,2440.019353135344,2486.6357421875,2881737,TCS.NS
2020-12-23,2489.709246196427,2526.8897155001073,2480.5330633424105,2518.0166015625,2790988,TCS.NS
2020-12-24,2518.233063890685,2528.9241688271745,2495.898744190108,2518.5361328125,1807144,TCS.NS
2020-12-28,2519.0989140433953,2553.465960051865,2512.173556204101,2535.892822265625,2108994,TCS.NS
2020-12-29,2527.7554391582066,2555.4568686284338,2527.7554391582066,2536.844970703125,1994151,TCS.NS
2020-12-30,2540.2211027525323,2551.734552120445,2512.1734887940606,2518.492919921875,2637968,TCS.NS
2020-12-31,2510.4417480596676,2514.7700959011495,2462.8299218033635,2478.195556640625,4040956,TCS.NS
2021-01-01,2493.1288952446,2545.0690805621957,2492.2632254893065,2534.8974609375,2681440,TCS.NS
2021-01-04,2553.7250834103975,2640.941287530261,2545.890731987187,2631.1591796875,5113293,TCS.NS
2021-01-05,2631.289440480398,2695.9115925593705,2631.289440480398,2677.51611328125,5801309,TCS.NS
2021-01-06,2683.5760445042397,2695.2625853432096,2629.2119455917064,2641.591064453125,3726716,TCS.NS
2021-01-07,2661.93404725628,2666.998299006181,2597.2252439937083,2625.40283203125,3717827,TCS.NS
2021-01-08,2674.919831535219,2707.8152857741634,2648.9497360834207,2701.6689453125,5879039,TCS.NS
2021-01-11,2796.1130001916113,2796.1130001916113,2723.8729093751917,2749.75634765625,9508039,TCS.NS
2021-01-12,2749.756771033238,2778.8000348503165,2726.859847283021,2748.371826171875,3611458,TCS.NS
2021-01-13,2748.5014636690353,2750.2328031737084,2706.3000632426206,2734.607421875,3572801,TCS.NS
2021-01-14,2736.384779134482,2833.0906120579352,2706.3755301382444,2819.386962890625,6931542,TCS.NS
2021-01-15,2805.7705880078847,2839.5959521291543,2784.087662289122,2804.339599609375,4131692,TCS.NS
2021-01-18,2818.7800235945138,2824.634412874287,2764.4858990565126,2794.2783203125,4160906,TCS.NS
2021-01-19,2804.035907922437,2843.932490590062,2803.1685909079238,2828.060546875,2975735,TCS.NS
2021-01-20,2836.1258982892523,2886.3868638315007,2833.610764301601,2869.77783203125,3453446,TCS.NS
2021-01-21,2866.482413463697,2870.0816939738183,2829.2746023872464,2839.465576171875,2778546,TCS.NS
